problem,cleared,virtual_time_s,mean_time_s,program_time_s,complete,stations_visited,measure,clear,failed_clear,fallback,strategy,seed,total,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points
4,15,9429.393483292177,628.6262322194784,0.10622909999801777,True,31,249,15,0,0,directional,310032,15,7899.393483292177,210.0,1245.0,45.0,30.0,0,0,0,0,0
4,15,9218.233642447873,614.5489094965249,0.3189717999921413,True,31,228,15,0,0,directional_route,310032,15,7818.233642447874,185.0,1140.0,45.0,30.0,0,0,0,0,0
4,15,9353.83410507232,623.5889403381547,0.3298039999936009,True,31,231,15,0,0,directional_safe,310032,15,7938.834105072322,185.0,1155.0,45.0,30.0,0,0,0,0,14
4,10,10430.336798639757,1043.0336798639757,0.14415540000481997,True,31,411,10,0,0,baseline,310033,10,7955.336798639759,370.0,2055.0,30.0,20.0,,,,,
4,10,10387.719047833742,1038.771904783374,0.0878694999992149,True,31,412,10,0,0,directional,310033,10,7907.719047833745,370.0,2060.0,30.0,20.0,0,0,0,0,0
4,10,10269.64095422925,1026.9640954229249,0.24280770000768825,True,31,398,21,11,1,directional_route,310033,10,7842.6409542292495,354.0,1990.0,63.0,20.0,0,0,0,0,0
4,10,10117.07264855137,1011.7072648551369,0.42207039998902474,True,31,398,17,7,1,directional_safe,310033,10,7702.072648551372,354.0,1990.0,51.0,20.0,0,0,0,0,9
4,16,10558.701938153241,659.9188711345776,0.24133240000810474,True,29,294,16,0,0,baseline,310034,16,8758.701938153241,250.0,1470.0,48.0,32.0,,,,,
4,16,10300.447380687345,643.777961292959,0.12882109999191016,True,29,293,36,20,1,directional,310034,16,8445.447380687347,250.0,1465.0,108.0,32.0,0,0,0,0,0
4,16,9139.721539275502,571.2325962047189,0.325882899996941,True,23,245,36,20,1,directional_route,310034,16,7569.721539275501,205.0,1225.0,108.0,32.0,0,0,0,0,0
4,16,9146.833236475668,571.6770772797292,0.5031849000079092,True,23,246,56,40,1,directional_safe,310034,16,7511.833236475667,205.0,1230.0,168.0,32.0,0,0,0,0,15
4,14,10397.117168270055,742.6512263050039,0.18694859999231994,True,31,263,14,0,0,baseline,310035,14,8793.117168270055,219.0,1315.0,42.0,28.0,,,,,
4,14,10386.915719863451,741.922551418818,0.11053570000512991,True,31,275,14,0,0,directional,310035,14,8714.915719863451,227.0,1375.0,42.0,28.0,0,0,0,0,0
4,14,10113.142197612466,722.3672998294618,0.2558941000024788,True,31,319,14,0,0,directional_route,310035,14,8170.142197612469,278.0,1595.0,42.0,28.0,0,0,0,0,0
4,14,10049.39833930381,717.8141670931293,0.2603562000003876,True,31,318,14,0,0,directional_safe,310035,14,8111.398339303814,278.0,1590.0,42.0,28.0,0,0,0,0,14
4,11,10627.84528517392,966.1677531976292,0.13102040000376292,True,31,396,17,6,1,baseline,310036,11,8217.84528517392,357.0,1980.0,51.0,22.0,,,,,
4,11,10604.96980416485,964.0881640149863,0.08509639999829233,True,31,406,117,106,1,directional,310036,11,7833.969804164847,368.0,2030.0,351.0,22.0,0,0,0,0,0
4,11,11190.783270132617,1017.3439336484197,0.24486659999820404,True,31,420,126,115,2,directional_route,310036,11,8310.783270132622,380.0,2100.0,378.0,22.0,0,0,0,0,0
4,11,10335.343365705408,939.5766696095826,0.6088505999941844,True,31,421,49,38,2,directional_safe,310036,11,7681.343365705408,380.0,2105.0,147.0,22.0,0,0,0,0,9
4,15,10385.038981033187,692.3359320688792,0.239917200000491,True,31,278,20,5,1,baseline,310037,15,8674.038981033189,231.0,1390.0,60.0,30.0,,,,,
4,15,9669.186761157156,644.6124507438104,0.11984539999684785,True,31,272,20,5,1,directional,310037,15,7988.186761157158,231.0,1360.0,60.0,30.0,0,0,0,0,0
4,15,10388.331383484254,692.5554255656169,0.31143010000232607,True,31,277,20,5,1,directional_route,310037,15,8680.331383484254,233.0,1385.0,60.0,30.0,0,0,0,0,0
4,15,10348.335196568978,689.8890131045986,0.4994053999980679,True,31,277,29,14,1,directional_safe,310037,15,8613.335196568978,233.0,1385.0,87.0,30.0,0,0,0,0,14
4,10,10695.568677893498,1069.5568677893498,0.11471239999809768,True,31,410,21,11,1,baseline,310038,10,8188.568677893496,374.0,2050.0,63.0,20.0,,,,,
4,10,10877.57967821059,1087.757967821059,0.07551889999012928,True,31,414,31,21,2,directional,310038,10,8320.57967821059,374.0,2070.0,93.0,20.0,0,0,0,0,0
4,10,10033.604166349221,1003.3604166349221,0.25212329998612404,True,31,412,21,11,1,directional_route,310038,10,7517.604166349225,373.0,2060.0,63.0,20.0,0,0,0,0,0
4,10,9929.963333911677,992.9963333911677,0.40719059998809826,True,31,413,16,6,1,directional_safe,310038,10,7423.963333911679,373.0,2065.0,48.0,20.0,0,0,0,0,9
4,11,10789.655204082463,980.8777458256784,0.14422400000330526,True,31,356,19,8,1,baseline,310039,11,8617.655204082463,313.0,1780.0,57.0,22.0,,,,,
4,11,10527.393589805932,957.0357808914483,0.08551439999428112,True,31,353,19,8,1,directional,310039,11,8370.393589805934,313.0,1765.0,57.0,22.0,0,0,0,0,0
