arm,candidate_evaluations,clear,cleared,complete,deferred_targets,failed_clear,fallback,forced_targets,laser_s,mean_time_s,measure,measure_s,move_s,negative_constraints,negative_observations,negative_region_fallbacks,normal_exit,opportunistic_measures,optical_s,problem,program_time_s,route_replans,safe_clear_points,scheduling_policy,seed,skipped_known_measurements,sources,stations_visited,switch_s,virtual_time_s,wall_s
negative,379,16,16,True,16,0,0,0,32.0,206.78987279546672,109,545.0,2582.6379647274675,82,59,0,True,26,48.0,3,0.2645389000099385,21,15,joint_route,3000379,4,16,6,101.0,3308.6379647274675,0.26460989999759477
default,307,14,14,True,14,0,0,0,28.0,244.9382118739379,104,520.0,2742.1349662351295,0,0,0,True,19,42.0,3,0.19735170000058133,19,14,joint_route,3000380,6,14,7,97.0,3429.1349662351304,0.19741390000854153
negative,331,14,14,True,14,0,0,0,28.0,240.31175661553442,106,530.0,2667.3645926174813,64,66,0,True,19,42.0,3,0.225597700002254,19,14,joint_route,3000380,6,14,7,97.0,3364.364592617482,0.2256714999966789
default,388,16,16,True,16,0,0,2,32.0,240.78194571981425,108,540.0,3135.511131517027,0,0,0,True,18,48.0,3,0.27180309999675956,20,16,joint_route,3000381,5,16,7,97.0,3852.511131517028,0.27186530000471976
negative,388,16,16,True,16,0,0,2,32.0,238.37617196499374,108,540.0,3097.018751439899,79,59,0,True,18,48.0,3,0.27220319998741616,20,16,joint_route,3000381,5,16,7,97.0,3814.0187514399,0.27227709999715444
default,284,13,13,True,13,0,0,1,26.0,263.45511916428535,118,590.0,2659.9165491357094,0,0,0,True,8,39.0,3,0.18281300000671763,17,13,joint_route,3000382,0,13,7,110.0,3424.9165491357094,0.18287340000097174
negative,284,13,13,True,13,0,0,1,26.0,257.9156006774939,118,590.0,2587.902808807421,70,82,0,True,8,39.0,3,0.19052289999672212,17,13,joint_route,3000382,0,13,7,110.0,3352.902808807421,0.19059759999800008
default,251,11,11,True,11,0,0,1,22.0,305.6337598258097,122,610.0,2583.9713580839066,0,0,0,True,6,33.0,3,0.1547759999957634,14,10,joint_route,3000383,2,11,7,113.0,3361.9713580839066,0.15483219998714048
negative,239,11,11,True,11,0,0,1,22.0,291.63848406796393,121,605.0,2435.0233247476035,55,91,0,True,6,33.0,3,0.15487739999662153,14,10,joint_route,3000383,2,11,7,113.0,3208.0233247476035,0.15494420001050457
default,238,12,12,True,12,0,0,3,24.0,298.9206984970079,117,585.0,2831.0483819640954,0,0,0,True,7,36.0,3,0.15920510000432841,15,12,joint_route,3000384,7,12,7,111.0,3587.048381964095,0.15926190000027418
negative,238,12,12,True,12,0,0,3,24.0,299.34984219168945,117,585.0,2836.1981063002736,47,86,0,True,7,36.0,3,0.16230219999852125,15,12,joint_route,3000384,7,12,7,111.0,3592.1981063002736,0.16237409999303054
default,321,14,14,True,14,0,0,1,28.0,257.1614818275039,122,610.0,2807.2607455850543,0,0,0,True,20,42.0,3,0.22258359999977984,18,13,joint_route,3000385,6,14,7,113.0,3600.2607455850543,0.22264259999792557
negative,333,14,14,True,14,0,0,1,28.0,254.54605038151524,123,615.0,2765.6447053412135,98,80,0,True,20,42.0,3,0.24048740000580437,18,13,joint_route,3000385,6,14,7,113.0,3563.6447053412135,0.2405646999977762
default,333,13,13,True,13,0,0,1,26.0,284.10237610995546,123,615.0,2901.3308894294205,0,0,0,True,16,39.0,3,0.22139140000217594,17,12,joint_route,3000386,2,13,7,112.0,3693.330889429421,0.22144769999431446
negative,321,13,13,True,13,0,0,1,26.0,274.9563016006612,122,610.0,2787.4319208085954,87,82,0,True,16,39.0,3,0.21535909999511205,17,12,joint_route,3000386,2,13,7,112.0,3574.431920808596,0.21543969999765977
default,254,11,11,True,11,0,0,1,22.0,317.4640941678567,124,620.0,2702.1050358464236,0,0,0,True,16,33.0,3,0.18080570000165608,15,11,joint_route,3000387,2,11,7,115.0,3492.1050358464236,0.18086249999760184
negative,254,11,11,True,11,0,0,1,22.0,316.6768772562238,124,620.0,2693.445649818462,76,90,0,True,16,33.0,3,0.17726389999734238,15,11,joint_route,3000387,2,11,7,115.0,3483.445649818462,0.17732499999692664
default,374,16,16,True,16,0,0,2,32.0,239.58215872217707,115,575.0,3071.3145395548327,0,0,0,True,27,48.0,3,0.22445429999788757,20,14,joint_route,3000388,5,16,7,107.0,3833.314539554833,0.2245112000091467
negative,374,16,16,True,16,0,0,2,32.0,235.72416658930229,115,575.0,3009.5866654288366,95,70,0,True,27,48.0,3,0.23043569999572355,20,14,joint_route,3000388,5,16,7,107.0,3771.5866654288366,0.23051239999767859
default,333,14,14,True,14,0,0,0,28.0,261.7843938262769,111,555.0,2938.9815135678778,0,0,0,True,19,42.0,3,0.2272069000027841,18,14,joint_route,3000389,7,14,7,101.0,3664.981513567877,0.22726240000338294
negative,333,14,14,True,14,0,0,0,28.0,261.33854478526035,111,555.0,2932.7396269936457,67,67,0,True,19,42.0,3,0.23571350000565872,18,14,joint_route,3000389,7,14,7,101.0,3658.739626993645,0.23578360000101384
default,206,10,10,True,10,0,0,0,20.0,363.55728115436455,118,590.0,2884.5728115436464,0,0,0,True,18,30.0,3,0.1415992000111146,15,10,joint_route,3000390,5,10,7,111.0,3635.5728115436455,0.14165180000418331
negative,206,10,10,True,10,0,0,0,20.0,360.4660638307505,118,590.0,2853.660638307505,39,89,0,True,18,30.0,3,0.14292739999655169,15,10,joint_route,3000390,5,10,7,111.0,3604.660638307505,0.14299049999681301
default,387,16,16,True,16,0,0,1,32.0,240.81643195680775,116,580.0,3088.062911308924,0,0,0,True,13,48.0,3,0.23667260000365786,20,16,joint_route,3000391,3,16,7,105.0,3853.062911308924,0.23673420000704937
negative,375,16,16,True,16,0,0,1,32.0,231.21043604436161,115,575.0,2939.3669767097863,90,71,0,True,13,48.0,3,0.23312209999130573,20,16,joint_route,3000391,3,16,7,105.0,3699.366976709786,0.23319749999791384
default,343,13,13,True,13,0,0,4,26.0,294.0108861480637,120,600.0,3049.141519924828,0,0,0,True,23,39.0,3,0.21312360001320485,15,11,joint_route,3000392,9,13,7,108.0,3822.141519924828,0.21318330000212882
negative,343,13,13,True,13,0,0,4,26.0,293.3933483905684,120,600.0,3041.113529077389,84,78,0,True,23,39.0,3,0.22334100000443868,15,13,joint_route,3000392,9,13,7,108.0,3814.1135290773896,0.22341649999725632
default,307,13,13,True,13,0,0,2,26.0,265.7813266184344,117,585.0,2698.157246039647,0,0,0,True,10,39.0,3,0.19234100000176113,17,13,joint_route,3000393,3,13,7,107.0,3455.157246039647,0.19239959999686107
negative,307,13,13,True,13,0,0,2,26.0,263.96749093627824,117,585.0,2674.577382171617,71,79,0,True,10,39.0,3,0.1990209999930812,17,13,joint_route,3000393,3,13,7,107.0,3431.577382171617,0.1990935000067111
default,283,12,12,True,12,0,0,1,24.0,330.50287478378726,124,620.0,3172.034497405447,0,0,0,True,8,36.0,3,0.1754813000006834,16,12,joint_route,3000394,5,12,7,114.0,3966.034497405447,0.17553969999426045
negative,283,12,12,True,12,0,0,1,24.0,327.44106183269474,124,620.0,3135.2927419923362,77,90,0,True,8,36.0,3,0.17966020001040306,16,12,joint_route,3000394,5,12,7,114.0,3929.292741992337,0.17972529999678954
default,205,10,10,True,10,0,0,2,20.0,321.1325543065379,123,615.0,2431.3255430653785,0,0,0,True,6,30.0,3,0.1347578999993857,14,10,joint_route,3000395,3,10,7,115.0,3211.325543065379,0.13480880000861362
negative,205,10,10,True,10,0,0,2,20.0,319.217823851958,123,615.0,2412.1782385195797,52,96,0,True,6,30.0,3,0.13607570000749547,14,10,joint_route,3000395,3,10,7,115.0,3192.1782385195797,0.1361489000119036
default,340,13,13,True,13,0,0,0,26.0,295.1238704351624,121,605.0,3056.610315657112,0,0,0,True,3,39.0,3,0.18736809999973048,14,13,joint_route,3000396,0,13,7,110.0,3836.6103156571116,0.18742100000963546
negative,304,13,13,True,13,0,0,0,26.0,276.52938265233036,118,590.0,2829.881974480295,70,85,0,True,3,39.0,3,0.1720636999962153,14,13,joint_route,3000396,0,13,7,110.0,3594.881974480295,0.17213390000688378
default,343,15,15,True,15,0,0,2,30.0,231.46744738196838,103,515.0,2789.0117107295255,0,0,0,True,12,45.0,3,0.21792190000996925,17,14,joint_route,3000397,2,15,7,93.0,3472.011710729526,0.21797749999677762
negative,343,15,15,True,15,0,0,2,30.0,231.46744738196838,103,515.0,2789.0117107295255,57,60,0,True,12,45.0,3,0.2211128000053577,17,14,joint_route,3000397,2,15,7,93.0,3472.011710729526,0.2211812000023201
default,378,16,16,True,16,0,0,0,32.0,220.92299306906853,106,530.0,2827.7678891050964,0,0,0,True,30,48.0,3,0.23954900000535417,21,14,joint_route,3000398,6,16,6,97.0,3534.7678891050964,0.23960390000138432
negative,378,16,16,True,16,0,0,0,32.0,218.4476358255661,106,530.0,2788.162173209057,84,58,0,True,30,48.0,3,0.24651749999611638,21,14,joint_route,3000398,6,16,6,97.0,3495.1621732090575,0.24658709998766426
default,297,13,13,True,13,0,0,4,26.0,295.6110568483522,110,550.0,3125.9437390285784,0,0,0,True,17,39.0,3,0.19059970001399051,15,13,joint_route,3000399,16,13,7,102.0,3842.9437390285784,0.19066839999868535
negative,273,13,13,True,13,0,0,4,26.0,279.2676663838628,108,540.0,2923.4796629902157,38,73,0,True,17,39.0,3,0.17676529999880586,15,13,joint_route,3000399,16,13,7,102.0,3630.4796629902157,0.17683240000042133
default,240,11,11,True,11,0,0,1,22.0,332.9530923334927,127,635.0,2852.4840156684195,0,0,0,True,15,33.0,3,0.1565336999919964,16,11,joint_route,3000400,2,11,7,120.0,3662.4840156684195,0.15658569999504834
negative,240,11,11,True,11,0,0,1,22.0,321.3101770653295,127,635.0,2724.411947718624,75,95,0,True,15,33.0,3,0.16563060000771657,16,11,joint_route,3000400,2,11,7,120.0,3534.411947718625,0.16569999999774154
default,320,15,15,True,15,0,0,5,30.0,243.4942110047074,117,585.0,2881.4131650706117,0,0,0,True,29,45.0,3,0.23033969999232795,16,14,joint_route,3000401,11,15,7,111.0,3652.4131650706113,0.23040089999267366
negative,320,15,15,True,15,0,0,5,30.0,235.69363967957048,117,585.0,2764.4045951935577,77,72,0,True,29,45.0,3,0.2330733999988297,16,14,joint_route,3000401,11,15,7,111.0,3535.4045951935573,0.23314319999190047
default,320,14,14,True,14,0,0,0,28.0,261.160967906124,111,555.0,2928.2535506857357,0,0,0,True,15,42.0,3,0.20087459999194834,19,13,joint_route,3000402,2,14,7,103.0,3656.2535506857357,0.20136490000004414
negative,332,14,14,True,14,0,0,0,28.0,258.3297868029764,112,560.0,2883.61701524167,73,71,0,True,15,42.0,3,0.2143928000004962,19,13,joint_route,3000402,2,14,7,103.0,3616.6170152416694,0.21446390000346582
default,217,10,10,True,10,0,0,0,20.0,347.67984610857553,122,610.0,2700.798461085755,0,0,0,True,8,30.0,3,0.14348129999416415,14,10,joint_route,3000403,1,10,7,116.0,3476.798461085755,0.14353079999273177
negative,217,10,10,True,10,0,0,0,20.0,347.67984610857553,122,610.0,2700.798461085755,48,93,0,True,8,30.0,3,0.14719209999020677,14,10,joint_route,3000403,1,10,7,116.0,3476.798461085755,0.14725160000671167
default,299,14,14,True,14,0,0,2,28.0,260.40232246076397,112,560.0,2910.6325144506955,0,0,0,True,29,42.0,3,0.21447679999982938,18,14,joint_route,3000404,7,14,7,105.0,3645.6325144506955,0.21453270000347402
negative,299,14,14,True,14,0,0,2,28.0,260.06377707501343,112,560.0,2905.892879050188,68,69,0,True,29,42.0,3,0.22009100001014303,18,14,joint_route,3000404,7,14,7,105.0,3640.892879050188,0.22016240000084508
default,261,11,11,True,11,0,0,1,22.0,313.3131642227738,122,610.0,2668.4448064505123,0,0,0,True,1,33.0,3,0.1403998000023421,11,9,joint_route,3000405,0,11,7,113.0,3446.4448064505123,0.1404529999999795
negative,261,11,11,True,11,0,0,1,22.0,303.8094944098337,122,610.0,2563.9044385081706,55,92,0,True,1,33.0,3,0.1515301999897929,11,9,joint_route,3000405,0,11,7,113.0,3341.9044385081706,0.1515951000037603
default,309,11,11,True,11,0,0,0,22.0,329.1771521242207,131,655.0,2791.9486733664266,0,0,0,True,25,33.0,3,0.19393120000313502,16,11,joint_route,3000406,6,11,7,119.0,3620.9486733664276,0.19398399999772664
negative,288,11,11,True,11,0,0,0,22.0,325.4351686482156,130,650.0,2755.7868551303714,93,95,0,True,25,33.0,3,0.18904950001160614,16,11,joint_route,3000406,6,11,7,119.0,3579.786855130372,0.18911179999122396
default,399,16,16,True,16,0,0,0,32.0,214.00035927543553,106,530.0,2718.0057484069675,0,0,0,True,24,48.0,3,0.23707879999710713,21,14,joint_route,3000407,9,16,6,96.0,3424.0057484069685,0.23713240001234226
negative,399,16,16,True,16,0,0,0,32.0,213.55875048752625,106,530.0,2710.940007800419,78,60,0,True,24,48.0,3,0.24240930000087246,21,14,joint_route,3000407,9,16,6,96.0,3416.94000780042,0.24248000000079628
default,241,11,11,True,11,0,0,0,22.0,303.5731450522755,124,620.0,2546.3045955750313,0,0,0,True,20,33.0,3,0.1627705999999307,16,11,joint_route,3000408,3,11,7,118.0,3339.3045955750304,0.16282199999841396
negative,241,11,11,True,11,0,0,0,22.0,303.7563900871409,124,620.0,2548.3202909585502,68,92,0,True,20,33.0,3,0.15807080001104623,16,11,joint_route,3000408,3,11,7,118.0,3341.32029095855,0.15813189999607857
default,354,15,15,True,15,0,0,0,30.0,260.6320443666569,111,555.0,3176.480665499853,0,0,0,True,21,45.0,3,0.21772580000106245,20,14,joint_route,3000409,4,15,7,103.0,3909.480665499853,0.21777869999641553
negative,342,15,15,True,15,0,0,0,30.0,258.7520443568055,110,550.0,3153.280665352083,65,68,0,True,21,45.0,3,0.21794969998882152,20,14,joint_route,3000409,4,15,7,103.0,3881.280665352083,0.21801899999263696
default,334,14,14,True,14,0,0,3,28.0,264.0612126726609,115,575.0,2945.8569774172524,0,0,0,True,28,42.0,3,0.23824690000037663,17,13,joint_route,3000410,5,14,7,106.0,3696.8569774172524,0.2383033000078285
negative,334,14,14,True,14,0,0,3,28.0,264.71034496090004,115,575.0,2954.9448294526005,76,67,0,True,28,42.0,3,0.24665099999401718,17,13,joint_route,3000410,5,14,7,106.0,3705.9448294526005,0.24672239999927115
default,296,12,12,True,12,0,0,1,24.0,319.779966460015,128,640.0,3019.3595975201797,0,0,0,True,11,36.0,3,0.17986150000069756,16,12,joint_route,3000411,2,12,7,118.0,3837.3595975201797,0.1799236000078963
negative,332,12,12,True,12,0,0,1,24.0,317.50904293735175,131,655.0,2977.108515248221,109,94,0,True,11,36.0,3,0.20170669999788515,16,12,joint_route,3000411,2,12,7,118.0,3810.108515248221,0.20176850000279956
default,331,14,14,True,14,0,0,0,28.0,258.3263642020252,118,590.0,2846.569098828353,0,0,0,True,13,42.0,3,0.2099898000014946,19,13,joint_route,3000412,2,14,7,110.0,3616.5690988283527,0.21004289999837056
negative,331,14,14,True,14,0,0,0,28.0,258.3263642020252,118,590.0,2846.569098828353,81,77,0,True,13,42.0,3,0.21224069999880157,19,13,joint_route,3000412,2,14,7,110.0,3616.5690988283527,0.2123079000011785
default,261,12,12,True,12,0,0,1,24.0,290.5415285501304,107,535.0,2793.4983426015638,0,0,0,True,10,36.0,3,0.16384439999819733,16,12,joint_route,3000413,2,12,7,98.0,3486.4983426015647,0.16389719999278896
negative,273,12,12,True,12,0,0,1,24.0,285.96581941964047,108,540.0,2733.5898330356854,39,75,0,True,10,36.0,3,0.17521590000251308,16,12,joint_route,3000413,2,12,7,98.0,3431.5898330356854,0.17528379999566823
default,378,15,15,True,15,0,0,0,30.0,242.77152687942433,110,550.0,2917.572903191364,0,0,0,True,20,45.0,3,0.2325620999909006,20,15,joint_route,3000414,17,15,7,99.0,3641.5729031913647,0.23261550000461284
negative,366,15,15,True,15,0,0,0,30.0,235.034708098109,109,545.0,2806.520621471635,76,65,0,True,20,45.0,3,0.23040909999690484,20,15,joint_route,3000414,17,15,7,99.0,3525.520621471635,0.230480099999113
default,296,13,13,True,13,0,0,1,26.0,262.1197645395638,107,535.0,2709.556939014329,0,0,0,True,11,39.0,3,0.18273230000340845,17,13,joint_route,3000415,2,13,7,98.0,3407.5569390143296,0.18278830000781454
negative,296,13,13,True,13,0,0,1,26.0,262.1197645395638,107,535.0,2709.556939014329,47,71,0,True,11,39.0,3,0.1874909000034677,17,13,joint_route,3000415,2,13,7,98.0,3407.5569390143296,0.18755319999763742
default,251,11,11,True,11,0,0,0,22.0,306.60307275064594,122,610.0,2592.633800257106,0,0,0,True,14,33.0,3,0.155801100001554,16,11,joint_route,3000416,1,11,7,115.0,3372.6338002571056,0.15585160000773612
negative,239,11,11,True,11,0,0,0,22.0,303.8257085353818,121,605.0,2567.0827938892003,60,91,0,True,14,33.0,3,0.15210410000872798,16,11,joint_route,3000416,1,11,7,115.0,3342.0827938892,0.15216209999925923
default,250,10,10,True,10,0,0,0,20.0,374.68965776474636,124,620.0,2962.896577647464,0,0,0,True,14,30.0,3,0.15496890000940766,15,10,joint_route,3000417,3,10,7,114.0,3746.896577647464,0.1550165999942692
negative,250,10,10,True,10,0,0,0,20.0,372.79976409768744,124,620.0,2943.997640976874,72,94,0,True,14,30.0,3,0.15432449999207165,15,9,joint_route,3000417,3,10,7,114.0,3727.997640976874,0.15438420001009945
default,331,14,14,True,14,0,0,8,28.0,287.8353101924951,128,640.0,3201.694342694932,0,0,0,True,39,42.0,3,0.23573349999787752,12,14,joint_route,3000418,10,14,7,118.0,4029.694342694932,0.23595709999790415
negative,319,14,14,True,14,0,0,8,28.0,283.6974220221113,127,635.0,3148.7639083095587,94,80,0,True,39,42.0,3,0.23784089999389835,12,14,joint_route,3000418,10,14,7,118.0,3971.7639083095587,0.23791369999526069
default,249,10,10,True,10,0,0,0,20.0,332.0365652044523,120,600.0,2559.365652044522,0,0,0,True,6,30.0,3,0.13585919998877216,15,9,joint_route,3000419,3,10,7,111.0,3320.365652044523,0.1359082999988459
negative,249,10,10,True,10,0,0,0,20.0,331.9821865642788,120,600.0,2558.821865642787,52,93,0,True,6,30.0,3,0.13985230000980664,15,9,joint_route,3000419,3,10,7,111.0,3319.8218656427875,0.13991310000710655
default,228,11,11,True,11,0,0,2,22.0,312.70111954228247,124,620.0,2647.712314965107,0,0,0,True,13,33.0,3,0.1482759999926202,13,11,joint_route,3000420,3,11,7,117.0,3439.712314965107,0.14833149999321904
negative,228,11,11,True,11,0,0,2,22.0,307.99319048340107,124,620.0,2595.925095317412,59,94,0,True,13,33.0,3,0.14961040001071524,13,11,joint_route,3000420,3,11,7,117.0,3387.925095317412,0.14967539999634027
default,411,16,16,True,16,0,0,0,32.0,217.15965936139276,104,520.0,2781.554549782284,0,0,0,True,20,48.0,3,0.2627183000004152,21,15,joint_route,3000421,11,16,6,93.0,3474.554549782284,0.2627734999987297
negative,387,16,16,True,16,0,0,0,32.0,210.5598047276923,102,510.0,2685.9568756430767,63,54,0,True,20,48.0,3,0.26599480000732,21,15,joint_route,3000421,11,16,6,93.0,3368.9568756430767,0.26606409999658354
default,217,10,10,True,10,0,0,0,20.0,340.1181487417078,119,595.0,2643.1814874170773,0,0,0,True,10,30.0,3,0.14400499999464955,14,10,joint_route,3000422,1,10,7,113.0,3401.1814874170777,0.144052699994063
negative,205,10,10,True,10,0,0,0,20.0,324.72055973413404,118,590.0,2494.2055973413403,45,91,0,True,10,30.0,3,0.13845349999610335,14,10,joint_route,3000422,1,10,7,113.0,3247.2055973413403,0.1385230000014417
default,375,15,15,True,15,0,0,0,30.0,241.8932351506855,112,560.0,2891.398527260283,0,0,0,True,12,45.0,3,0.23010169999906793,19,15,joint_route,3000423,1,15,7,102.0,3628.3985272602827,0.2301580999919679
negative,375,15,15,True,15,0,0,0,30.0,241.8932351506855,112,560.0,2891.398527260283,83,69,0,True,12,45.0,3,0.23327759999665432,19,15,joint_route,3000423,1,15,7,102.0,3628.3985272602827,0.23334299999987707
default,242,11,11,True,11,0,0,1,22.0,296.94702496067714,122,610.0,2486.417274567448,0,0,0,True,21,33.0,3,0.16382770000200253,15,11,joint_route,3000424,5,11,7,115.0,3266.4172745674487,0.16388159999041818
negative,230,11,11,True,11,0,0,1,22.0,287.2980551249366,121,605.0,2385.2786063743024,56,88,0,True,21,33.0,3,0.1625973000045633,15,11,joint_route,3000424,5,11,7,115.0,3160.2786063743024,0.16266299999551848
default,364,15,15,True,15,0,0,1,30.0,245.19055585020504,115,575.0,2922.8583377530754,0,0,0,True,9,45.0,3,0.21551819999876898,19,15,joint_route,3000425,2,15,7,105.0,3677.858337753076,0.21557440000469796
negative,352,15,15,True,15,0,0,1,30.0,233.23124548869177,114,570.0,2748.468682330377,79,73,0,True,9,45.0,3,0.21187929999723565,19,15,joint_route,3000425,2,15,7,105.0,3498.4686823303764,0.21194870000181254
default,342,16,16,True,16,0,0,2,32.0,252.51705682257975,108,540.0,3320.272909161277,0,0,0,True,22,48.0,3,0.22268669999903068,18,16,joint_route,3000426,10,16,7,100.0,4040.272909161276,0.22274569999717642
negative,354,16,16,True,16,0,0,2,32.0,252.4112189447523,109,545.0,3313.579503116038,77,63,0,True,22,48.0,3,0.23471799999242648,18,15,joint_route,3000426,10,16,7,100.0,4038.579503116037,0.23479709999810439
default,274,13,13,True,13,0,0,1,26.0,269.0445761328455,119,595.0,2724.579489726992,0,0,0,True,19,39.0,3,0.185122599999886,17,13,joint_route,3000427,3,13,7,113.0,3497.579489726992,0.1851814999972703
negative,274,13,13,True,13,0,0,1,26.0,265.13958655976677,119,595.0,2673.814625276967,70,81,0,True,19,39.0,3,0.19409019999147858,17,13,joint_route,3000427,3,13,7,113.0,3446.814625276968,0.19415830000070855
default,238,12,12,True,12,0,0,1,24.0,257.1863644325161,120,600.0,2311.2363731901937,0,0,0,True,10,36.0,3,0.14700089998950716,15,11,joint_route,3000428,1,12,7,115.0,3086.2363731901933,0.14705610000237357
negative,238,12,12,True,12,0,0,1,24.0,254.53096530505613,120,600.0,2279.371583660674,62,89,0,True,10,36.0,3,0.1453423000057228,15,11,joint_route,3000428,1,12,7,115.0,3054.3715836606734,0.1454063999990467
default,332,14,14,True,14,0,0,0,28.0,257.6207988966527,117,585.0,2844.691184553138,0,0,0,True,19,42.0,3,0.20600150000245776,19,12,joint_route,3000429,3,14,7,107.0,3606.691184553137,0.2060531000024639
negative,332,14,14,True,14,0,0,0,28.0,257.6207988966527,117,585.0,2844.691184553138,83,74,0,True,19,42.0,3,0.20882939999864902,19,12,joint_route,3000429,3,14,7,107.0,3606.691184553137,0.20889559999341145
default,265,12,12,True,12,0,0,1,24.0,289.0059931291242,124,620.0,2671.0719175494905,0,0,0,True,22,36.0,3,0.17414950000238605,16,11,joint_route,3000430,4,12,7,117.0,3468.0719175494905,0.1742050000029849
negative,265,12,12,True,12,0,0,1,24.0,288.4450901533461,124,620.0,2664.341081840153,62,88,0,True,22,36.0,3,0.17689940000127535,16,11,joint_route,3000430,4,12,7,117.0,3461.341081840153,0.17696650000289083
default,284,13,13,True,13,0,0,1,26.0,277.58237797327644,113,565.0,2873.5709136525934,0,0,0,True,10,39.0,3,0.16940949999843724,17,12,joint_route,3000431,4,13,7,105.0,3608.570913652594,0.16946160000225063
negative,308,13,13,True,13,0,0,1,26.0,269.5336503497241,115,575.0,2758.937454546413,81,78,0,True,10,39.0,3,0.19356759999936912,17,12,joint_route,3000431,4,13,7,105.0,3503.937454546413,0.19363380000868347
default,242,10,10,True,10,0,0,1,20.0,312.4743009163541,119,595.0,2370.7430091635406,0,0,0,True,8,30.0,3,0.1600987999991048,15,10,joint_route,3000432,3,10,7,109.0,3124.7430091635406,0.16015290000359528
negative,242,10,10,True,10,0,0,1,20.0,312.4743009163541,119,595.0,2370.7430091635406,48,88,0,True,8,30.0,3,0.1656879999936791,15,10,joint_route,3000432,3,10,7,109.0,3124.7430091635406,0.1657549000083236
default,354,14,14,True,14,0,0,0,28.0,255.51327428240032,114,570.0,2835.185839953604,0,0,0,True,19,42.0,3,0.22645220000413246,19,14,joint_route,3000433,4,14,7,102.0,3577.1858399536045,0.22650619999330956
negative,366,14,14,True,14,0,0,0,28.0,256.2310904358302,115,575.0,2840.235266101623,93,71,0,True,19,42.0,3,0.24229409999679774,19,14,joint_route,3000433,4,14,7,102.0,3587.235266101623,0.2423625999945216
default,342,15,15,True,15,0,0,5,30.0,260.1611926328513,118,590.0,3127.4178894927686,0,0,0,True,27,45.0,3,0.2234898000024259,16,14,joint_route,3000434,8,15,7,110.0,3902.4178894927695,0.22364870000455994
negative,342,15,15,True,15,0,0,5,30.0,251.62921112179706,118,590.0,2999.438166826955,84,73,0,True,27,45.0,3,0.23634159998618998,16,14,joint_route,3000434,8,15,7,110.0,3774.4381668269557,0.2364118999976199
default,285,13,13,True,13,0,0,2,26.0,266.35783142628554,116,580.0,2708.6518085417124,0,0,0,True,12,39.0,3,0.18420550000155345,17,13,joint_route,3000435,3,13,7,109.0,3462.6518085417124,0.18425930000375956
negative,285,13,13,True,13,0,0,2,26.0,264.44495542490336,116,580.0,2683.784420523744,65,78,0,True,12,39.0,3,0.18879099999321625,17,13,joint_route,3000435,3,13,7,109.0,3437.784420523744,0.1888589000009233
default,308,15,15,True,15,0,0,5,30.0,233.41005480337438,130,650.0,2653.1508220506153,0,0,0,True,17,45.0,3,0.198831000001519,16,15,joint_route,3000436,0,15,7,123.0,3501.1508220506157,0.1988870999921346
negative,308,15,15,True,15,0,0,5,30.0,233.41005480337438,130,650.0,2653.1508220506153,102,88,0,True,17,45.0,3,0.20187529998656828,16,15,joint_route,3000436,0,15,7,123.0,3501.1508220506157,0.20194959999935236
default,259,12,12,True,12,0,0,1,24.0,287.7612297331383,116,580.0,2704.1347567976595,0,0,0,True,15,36.0,3,0.1553233999875374,15,11,joint_route,3000437,1,12,7,109.0,3453.1347567976595,0.15537749999202788
negative,247,12,12,True,12,0,0,1,24.0,278.61659422979994,115,575.0,2599.399130757599,46,84,0,True,15,36.0,3,0.15242610000132117,15,12,joint_route,3000437,1,12,7,109.0,3343.3991307575993,0.15248579999024514
default,352,16,16,True,16,0,0,3,32.0,248.94906069558178,115,575.0,3221.1849711293085,0,0,0,True,13,48.0,3,0.20865789998788387,17,15,joint_route,3000438,1,16,7,107.0,3983.1849711293085,0.20871059999626596
negative,364,16,16,True,16,0,0,3,32.0,233.93194481405297,116,580.0,2975.911117024847,95,72,0,True,13,48.0,3,0.22638439999718685,17,16,joint_route,3000438,1,16,7,107.0,3742.9111170248475,0.22645570000167936
default,340,16,16,True,16,0,0,2,32.0,214.45507982352427,114,570.0,2674.281277176389,0,0,0,True,20,48.0,3,0.21044999999867287,19,15,joint_route,3000439,2,16,7,107.0,3431.2812771763884,0.2105018000002019
negative,364,16,16,True,16,0,0,2,32.0,212.5485838499697,116,580.0,2633.7773415995157,90,72,0,True,20,48.0,3,0.231228500008001,19,15,joint_route,3000439,2,16,7,107.0,3400.7773415995152,0.23129270000208635
default,375,15,15,True,15,0,0,0,30.0,275.6806765998537,123,615.0,3334.2101489978054,0,0,0,True,24,45.0,3,0.21607089998724405,20,13,joint_route,3000440,4,15,7,111.0,4135.210148997806,0.21612480000476353
negative,363,15,15,True,15,0,0,0,30.0,267.59075939332996,122,610.0,3217.8613908999496,107,79,0,True,24,45.0,3,0.22328369999013375,20,13,joint_route,3000440,4,15,7,111.0,4013.8613908999496,0.2233546000061324
default,308,15,15,True,15,0,0,3,30.0,250.39874435144023,109,545.0,3035.9811652716035,0,0,0,True,20,45.0,3,0.21185049999621697,18,15,joint_route,3000441,9,15,7,100.0,3755.9811652716035,0.21192159999918658
negative,320,15,15,True,15,0,0,3,30.0,249.14721487501626,110,550.0,3012.208223125244,77,64,0,True,20,45.0,3,0.22533850000763778,18,14,joint_route,3000441,9,15,7,100.0,3737.208223125244,0.22540909999224823
