problem,cleared,virtual_time_s,mean_time_s,program_time_s,complete,stations_visited,measure,clear,failed_clear,fallback,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points,normal_exit,max_step_time_error_s,provenance,seed,total,ratio,spacing,error,directional
4,13,10189.527776337582,783.8098289490447,0.13230420000036247,True,31,306,13,0,0,8331.527776337582,263.0,1530.0,39.0,26.0,0,0,0,0,13,True,0.0,LOCAL_SYNTHETIC,20260920,13,1.0,950.0,fixed,6
4,10,9618.044784102007,961.8044784102007,0.4373157999943942,True,31,394,28,18,2,7188.044784102011,356.0,1970.0,84.0,20.0,0,0,0,0,8,True,0.0,LOCAL_SYNTHETIC,20260921,10,1.0,950.0,fixed,8
4,14,10143.492274303353,724.5351624502395,0.5681917000038084,True,31,264,81,67,3,8333.492274303357,219.0,1320.0,243.0,28.0,0,0,0,0,11,True,4.547473508864641e-13,LOCAL_SYNTHETIC,20260922,14,1.0,950.0,fixed,7
4,10,9903.053493703703,990.3053493703703,0.12135859999398235,True,31,384,10,0,0,7585.053493703703,348.0,1920.0,30.0,20.0,0,0,0,0,10,True,9.094947017729282e-13,LOCAL_SYNTHETIC,20260923,10,1.0,950.0,fixed,8
4,12,10417.653301742834,868.1377751452361,0.16834730000118725,True,31,346,64,52,1,8164.653301742832,307.0,1730.0,192.0,24.0,0,0,0,0,11,True,2.842170943040401e-14,LOCAL_SYNTHETIC,20260924,12,1.0,950.0,fixed,5
4,15,10143.581874804651,676.2387916536434,0.3788741000025766,True,31,259,35,20,2,8499.581874804657,214.0,1295.0,105.0,30.0,0,0,0,0,13,True,0.0,LOCAL_SYNTHETIC,20260925,15,1.0,950.0,fixed,9
4,15,10092.484683312763,672.8323122208509,0.5124009000137448,True,31,239,45,30,2,8536.484683312763,196.0,1195.0,135.0,30.0,0,0,0,0,13,True,0.0,LOCAL_SYNTHETIC,20260926,15,1.0,950.0,fixed,10
4,13,9805.756999309786,754.2889999469066,0.32443869998678565,True,31,294,54,41,1,7891.756999309769,256.0,1470.0,162.0,26.0,0,0,0,0,12,True,5.684341886080802e-14,LOCAL_SYNTHETIC,20260927,13,1.0,950.0,fixed,6
4,11,9214.347044295871,837.6679131178065,0.29329290000896435,True,31,356,24,13,1,7022.34704429587,318.0,1780.0,72.0,22.0,0,0,0,0,10,True,1.8189894035458565e-12,LOCAL_SYNTHETIC,20260928,11,1.0,950.0,fixed,4
4,11,10804.431949685277,982.2210863350251,0.4080738999909954,True,31,352,79,68,2,8474.431949685279,311.0,1760.0,237.0,22.0,0,0,0,0,9,True,0.0,LOCAL_SYNTHETIC,20260929,11,1.0,950.0,fixed,5
4,14,9837.917351661918,702.7083822615656,0.16058940000948496,True,31,276,14,0,0,8152.917351661921,235.0,1380.0,42.0,28.0,0,0,0,0,14,True,0.0,LOCAL_SYNTHETIC,20260930,14,1.0,950.0,fixed,8
4,12,9821.322556673918,818.4435463894932,0.3240652000094997,True,31,323,14,2,1,7859.322556673918,281.0,1615.0,42.0,24.0,0,0,0,0,11,True,5.684341886080802e-14,LOCAL_SYNTHETIC,20260931,12,1.0,950.0,fixed,5
4,13,9762.398290890127,750.9537146838559,0.3059928000002401,True,31,321,24,11,1,7776.398290890129,283.0,1605.0,72.0,26.0,0,0,0,0,12,True,4.547473508864641e-13,LOCAL_SYNTHETIC,20260932,13,1.0,950.0,fixed,6
4,10,9963.214211082615,996.3214211082616,0.28988169999502134,True,31,381,15,5,1,7651.214211082617,342.0,1905.0,45.0,20.0,0,0,0,0,9,True,0.0,LOCAL_SYNTHETIC,20260933,10,1.0,950.0,fixed,4
4,14,9838.18027108788,702.7271622205628,0.3220430000073975,True,31,295,23,9,1,8016.180271087882,250.0,1475.0,69.0,28.0,0,0,0,0,13,True,0.0,LOCAL_SYNTHETIC,20260934,14,1.0,950.0,fixed,7
4,10,9202.661620317784,920.2661620317783,0.2620699999970384,True,31,368,10,0,1,6976.661620317781,336.0,1840.0,30.0,20.0,0,0,0,0,9,True,0.0,LOCAL_SYNTHETIC,20260935,10,1.0,950.0,fixed,1
4,15,9452.798693978202,630.1865795985468,0.3207006999873556,True,31,259,25,10,1,7836.798693978201,216.0,1295.0,75.0,30.0,0,0,0,0,14,True,1.1368683772161603e-13,LOCAL_SYNTHETIC,20260936,15,1.0,950.0,fixed,8
4,11,10193.167558268095,926.6515962061904,0.21226220000244211,True,31,361,15,4,1,8004.1675582680955,317.0,1805.0,45.0,22.0,0,0,0,0,10,True,0.0,LOCAL_SYNTHETIC,20260937,11,1.0,950.0,fixed,6
4,12,10207.543068925339,850.6285890771115,0.3135843000054592,True,31,360,33,21,1,7965.54306892534,319.0,1800.0,99.0,24.0,0,0,0,0,11,True,0.0,LOCAL_SYNTHETIC,20260938,12,1.0,950.0,fixed,4
4,10,10230.659833704334,1023.0659833704334,0.12154480000026524,True,31,369,10,0,0,8011.659833704338,324.0,1845.0,30.0,20.0,0,0,0,0,10,True,5.684341886080802e-14,LOCAL_SYNTHETIC,20260939,10,1.0,950.0,fixed,7
