problem,cleared,virtual_time_s,mean_time_s,program_time_s,complete,stations_visited,measure,clear,failed_clear,fallback,mode,seed,total,normal_exit,strategy,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points,belief_decisions,belief_unavailable,route_decisions,planning_time_s
3,16,3570.055031906999,223.12843949418743,0.5530338999960804,True,6,103,16,0,0,route,720008,16,True,,,,,,,,,,,,0,0,15,0.0
3,16,3191.8180199730027,199.48862624831267,0.5913586000096984,True,5,99,16,0,0,belief,720008,16,True,joint_safe,2527.818019973002,89.0,495.0,48.0,32.0,398,16,10,30,15,24,0,0,0.4380832000024384
3,16,3562.912349144649,222.68202182154056,0.8654557000118075,True,6,103,16,0,0,combined,720008,16,True,,,,,,,,,,,,25,0,15,0.4513723999989452
3,15,4965.343509685188,331.0229006456792,0.22457269999722484,True,7,107,15,0,0,original,720009,15,True,,,,,,,,,,,,,,,
3,15,4408.967604911086,293.93117366073903,0.24387770000612363,True,7,121,15,0,0,reference,720009,15,True,joint_safe,3620.9676049110867,108.0,605.0,45.0,30.0,385,15,9,23,15,,,,
3,15,4825.815652022439,321.72104346816263,0.32976709998911247,True,7,116,15,0,0,route,720009,15,True,,,,,,,,,,,,0,0,15,0.0
3,15,4216.020863437051,281.0680575624701,0.5728393000026699,True,7,121,15,0,0,belief,720009,15,True,joint_safe,3428.0208634370506,108.0,605.0,45.0,30.0,385,15,9,23,15,24,0,0,0.44690840000112075
3,15,4651.434105725822,310.0956070483881,0.6551885999942897,True,7,118,15,0,0,combined,720009,15,True,,,,,,,,,,,,23,0,15,0.42155809998803306
3,14,4131.439697435817,295.10283553112976,0.24896730000909884,True,7,93,14,0,0,original,720010,14,True,,,,,,,,,,,,,,,
3,14,3650.6372922071523,260.7598065862252,0.22516069999255706,True,7,113,14,0,0,reference,720010,14,True,joint_safe,2914.637292207152,101.0,565.0,42.0,28.0,373,14,7,23,14,,,,
3,14,3637.7898666464607,259.84213333189007,0.39771900000050664,True,7,114,14,0,0,route,720010,14,True,,,,,,,,,,,,0,0,14,0.0
3,14,3615.7137600787078,258.26526857705056,0.5679601000010734,True,7,114,14,0,0,belief,720010,14,True,joint_safe,2874.713760078708,101.0,570.0,42.0,28.0,385,14,7,23,13,24,0,0,0.4409799999993993
3,14,3599.7736371936194,257.12668837097283,0.6947772999992594,True,7,115,14,0,0,combined,720010,14,True,,,,,,,,,,,,23,0,14,0.39644689999113325
3,16,4626.276642935734,289.1422901834834,0.2526529000024311,True,7,100,16,0,0,original,720011,16,True,,,,,,,,,,,,,,,
3,16,3840.861562089399,240.05384763058743,0.2589506999938749,True,6,110,16,0,0,reference,720011,16,True,joint_safe,3111.861562089399,99.0,550.0,48.0,32.0,375,16,8,24,16,,,,
3,16,3668.772544471602,229.29828402947513,0.4182508000085363,True,6,108,16,0,0,route,720011,16,True,,,,,,,,,,,,0,0,16,0.0
3,16,3796.4850749079183,237.2803171817449,0.594368799997028,True,6,111,16,0,0,belief,720011,16,True,joint_safe,3062.4850749079187,99.0,555.0,48.0,32.0,387,16,8,24,16,25,0,0,0.4403476999432314
3,16,3624.4301348739446,226.52688342962153,0.7635176000039792,True,6,109,16,0,0,combined,720011,16,True,,,,,,,,,,,,25,0,16,0.44602330002817325
3,15,5253.757217343798,350.2504811562532,0.26879529999860097,True,7,103,15,0,0,original,720012,15,True,,,,,,,,,,,,,,,
3,15,4136.1776593378345,275.745177289189,0.24961159999656957,True,7,112,15,0,0,reference,720012,15,True,joint_safe,3403.1776593378345,98.0,560.0,45.0,30.0,410,15,7,19,14,,,,
3,15,4142.287545130513,276.1525030087008,0.4532312999945134,True,7,117,15,0,0,route,720012,15,True,,,,,,,,,,,,0,0,16,0.0
3,15,4140.806842356216,276.05378949041443,0.6123700000025565,True,7,113,15,0,0,belief,720012,15,True,joint_safe,3402.806842356216,98.0,565.0,45.0,30.0,422,15,7,19,14,27,0,0,0.4807916000136174
3,15,4142.287545130513,276.1525030087008,0.800691900003585,True,7,117,15,0,0,combined,720012,15,True,,,,,,,,,,,,25,0,16,0.4530183000169927
3,14,4875.847113754012,348.2747938395723,0.21587909999652766,True,7,108,14,0,0,original,720013,14,True,,,,,,,,,,,,,,,
3,14,3941.449198149333,281.5320855820952,0.2274632000044221,True,7,119,14,0,0,reference,720013,14,True,joint_safe,3168.449198149332,108.0,595.0,42.0,28.0,353,14,5,17,14,,,,
3,14,4253.2808099805125,303.8057721414652,0.30134230000840034,True,7,121,14,0,0,route,720013,14,True,,,,,,,,,,,,0,0,16,0.0
3,14,3819.197742883117,272.7998387773655,0.5754004000045825,True,7,118,14,0,0,belief,720013,14,True,joint_safe,3051.197742883117,108.0,590.0,42.0,28.0,341,14,5,17,14,23,0,0,0.45299140000133775
3,14,4164.3178025176785,297.4512716084056,0.5979890000016894,True,7,120,14,0,0,combined,720013,14,True,,,,,,,,,,,,21,0,16,0.41182959999423474
3,14,4371.992297777704,312.2851641269789,0.2196923000010429,True,7,104,14,0,0,original,720014,14,True,,,,,,,,,,,,,,,
3,14,4367.437837195952,311.9598455139966,0.2263206000061473,True,7,124,14,0,0,reference,720014,14,True,joint_safe,3561.4378371959515,116.0,620.0,42.0,28.0,330,14,8,25,14,,,,
3,14,4117.177108788342,294.08407919916726,0.41005930000392254,True,7,114,14,0,0,route,720014,14,True,,,,,,,,,,,,0,0,14,0.0
3,14,4373.481026791277,312.39150191366264,0.5355827000021236,True,7,124,14,0,0,belief,720014,14,True,joint_safe,3567.4810267912767,116.0,620.0,42.0,28.0,330,14,8,25,14,21,0,0,0.4072420999291353
3,14,4053.2916263022958,289.520830450164,0.8034343999897828,True,7,116,14,0,0,combined,720014,14,True,,,,,,,,,,,,26,0,14,0.48144579998916015
3,10,4045.1757340270415,404.51757340270416,0.14773359999526292,True,7,109,10,0,0,original,720015,10,True,,,,,,,,,,,,,,,
3,10,3761.324788607593,376.1324788607593,0.14431069999409374,True,7,124,10,0,0,reference,720015,10,True,joint_safe,2975.324788607593,116.0,620.0,30.0,20.0,228,10,4,15,9,,,,
3,10,3522.5228342194036,352.2522834219404,0.22410739999031648,True,7,124,10,0,0,route,720015,10,True,,,,,,,,,,,,0,0,14,0.0
3,10,3744.999870227304,374.4999870227304,0.3656117000064114,True,7,125,10,0,0,belief,720015,10,True,joint_safe,2953.999870227304,116.0,625.0,30.0,20.0,240,10,4,15,8,16,0,0,0.28457999997772276
3,10,3506.197915839115,350.6197915839115,0.47447480000846554,True,7,125,10,0,0,combined,720015,10,True,,,,,,,,,,,,18,0,14,0.32772580000164453
3,14,4232.819547363604,302.34425338311456,0.1856186999939382,True,7,99,14,0,0,original,720016,14,True,,,,,,,,,,,,,,,
3,14,3945.111884590433,281.79370604217377,0.22471349999250378,True,7,112,14,0,0,reference,720016,14,True,joint_safe,3212.1118845904325,103.0,560.0,42.0,28.0,342,14,4,16,12,,,,
3,14,3784.22299956858,270.3016428263271,0.2712820000015199,True,7,109,14,0,0,route,720016,14,True,,,,,,,,,,,,0,0,19,0.0
3,14,3853.245341622513,275.2318101158938,0.4832081999920774,True,7,110,14,0,0,belief,720016,14,True,joint_safe,3130.245341622513,103.0,550.0,42.0,28.0,318,14,4,16,13,20,0,0,0.3720208999584429
3,14,3778.635519473149,269.90253710522495,0.5400310999975773,True,7,109,14,0,0,combined,720016,14,True,,,,,,,,,,,,22,0,19,0.37134949999745004
3,14,4927.884823830365,351.9917731307404,0.2354990000021644,True,7,105,14,0,0,original,720017,14,True,,,,,,,,,,,,,,,
3,14,3763.0303626202435,268.7878830443031,0.24390539999876637,True,7,111,14,0,0,reference,720017,14,True,joint_safe,3040.030362620244,98.0,555.0,42.0,28.0,367,14,4,11,14,,,,
3,14,3547.4740634090467,253.3910045292176,0.30681660000118427,True,7,107,14,0,0,route,720017,14,True,,,,,,,,,,,,0,0,19,0.0
3,14,3749.5346470727923,267.8239033623423,0.5817836999922292,True,7,111,14,0,0,belief,720017,14,True,joint_safe,3026.5346470727923,98.0,555.0,42.0,28.0,367,14,4,11,14,24,0,0,0.44705190006061457
3,14,3547.4740634090467,253.3910045292176,0.5987948999973014,True,7,107,14,0,0,combined,720017,14,True,,,,,,,,,,,,21,0,19,0.3928031999967061
3,14,4396.002242775217,314.0001601982298,0.194907900004182,True,7,97,14,0,0,original,720018,14,True,,,,,,,,,,,,,,,
3,14,3564.914273653124,254.636733832366,0.18125520000467077,True,7,110,14,0,0,reference,720018,14,True,joint_safe,2841.9142736531235,103.0,550.0,42.0,28.0,313,14,3,7,14,,,,
3,14,3564.914273653124,254.636733832366,0.2258455999981379,True,7,110,14,0,0,route,720018,14,True,,,,,,,,,,,,0,0,18,0.0
3,14,3551.2799758067185,253.6628554147656,0.4438265000062529,True,7,110,14,0,0,belief,720018,14,True,joint_safe,2828.279975806718,103.0,550.0,42.0,28.0,313,14,3,7,14,18,0,0,0.3475518000050215
3,14,3551.2799758067185,253.6628554147656,0.4753216999961296,True,7,110,14,0,0,combined,720018,14,True,,,,,,,,,,,,18,0,18,0.3320990000211168
3,10,4032.1104133932567,403.2110413393257,0.1340418000036152,True,7,123,10,0,0,original,720019,10,True,,,,,,,,,,,,,,,
3,10,3789.7283624940887,378.9728362494089,0.15601869999954943,True,7,135,10,0,0,reference,720019,10,True,joint_safe,2940.7283624940887,124.0,675.0,30.0,20.0,271,10,5,15,10,,,,
3,10,3984.9022678045294,398.49022678045293,0.24046430000453256,True,7,113,10,0,0,route,720019,10,True,,,,,,,,,,,,0,0,15,0.0
3,10,3783.9868134863273,378.39868134863275,0.3906859999988228,True,7,135,10,0,0,belief,720019,10,True,joint_safe,2934.9868134863273,124.0,675.0,30.0,20.0,271,10,5,15,10,17,0,0,0.30451780000294093
3,10,3982.69778609131,398.269778609131,0.4780858000012813,True,7,113,10,0,0,combined,720019,10,True,,,,,,,,,,,,17,0,15,0.3160801999620162
3,13,4658.611485885537,358.35472968350285,0.18951620000007097,True,7,120,13,0,0,original,720020,13,True,,,,,,,,,,,,,,,
3,13,4068.0870497688366,312.92977305914127,0.20053159999952186,True,7,118,13,0,0,reference,720020,13,True,joint_safe,3304.0870497688366,109.0,590.0,39.0,26.0,317,13,3,16,13,,,,
3,13,3609.3912232033485,277.6454787079499,0.27936509999562986,True,7,110,13,0,0,route,720020,13,True,,,,,,,,,,,,0,0,20,0.0
3,13,4033.0873773495164,310.2374905653474,0.4863896000024397,True,7,118,13,0,0,belief,720020,13,True,joint_safe,3269.0873773495164,109.0,590.0,39.0,26.0,317,13,3,16,13,20,0,0,0.3785769000678556
3,13,3557.8076506188177,273.6775115860629,0.5704282999940915,True,7,110,13,0,0,combined,720020,13,True,,,,,,,,,,,,21,0,20,0.39732010001898743
3,14,4917.546563266917,351.2533259476369,0.20072209999489132,True,7,118,14,0,0,original,720021,14,True,,,,,,,,,,,,,,,
3,14,4570.973486525542,326.4981061803959,0.22262280000722967,True,7,119,14,0,0,reference,720021,14,True,joint_safe,3796.973486525542,109.0,595.0,42.0,28.0,362,14,5,17,13,,,,
3,14,4276.599782905233,305.4714130646595,0.2823887999984436,True,7,125,14,0,0,route,720021,14,True,,,,,,,,,,,,0,0,15,0.0
3,14,4531.074643785318,323.6481888418084,0.5816784999915399,True,7,120,14,0,0,belief,720021,14,True,joint_safe,3752.0746437853177,109.0,600.0,42.0,28.0,374,14,5,17,12,24,0,0,0.46098230000643525
3,14,4274.391211078846,305.31365793420326,0.6072780000104103,True,7,126,14,0,0,combined,720021,14,True,,,,,,,,,,,,24,0,15,0.42847519999486394
3,15,5071.59767328814,338.10651155254266,0.2550453000003472,True,7,100,15,0,0,original,720022,15,True,,,,,,,,,,,,,,,
3,15,4325.222998971156,288.3481999314104,0.2591146999911871,True,7,126,15,0,0,reference,720022,15,True,joint_safe,3505.222998971156,115.0,630.0,45.0,30.0,378,15,9,21,14,,,,
3,15,4404.130345822767,293.6086897215178,0.4059504000033485,True,7,125,15,0,0,route,720022,15,True,,,,,,,,,,,,0,0,13,0.0
3,15,4290.359594236993,286.0239729491329,0.5894346999994013,True,7,127,15,0,0,belief,720022,15,True,joint_safe,3465.3595942369925,115.0,635.0,45.0,30.0,390,15,9,21,14,25,0,0,0.45303839998086914
3,15,4380.045504948062,292.0030336632042,0.7412508000124944,True,7,126,15,0,0,combined,720022,15,True,,,,,,,,,,,,26,0,13,0.46988130002864636
3,13,4246.28205357169,326.63708104397614,0.1793662999989465,True,7,113,13,0,0,original,720023,13,True,,,,,,,,,,,,,,,
3,13,3944.416413599855,303.41664719998886,0.18660119999549352,True,7,123,13,0,0,reference,720023,13,True,joint_safe,3149.416413599855,115.0,615.0,39.0,26.0,295,13,7,17,13,,,,
3,13,3944.416413599855,303.41664719998886,0.25520919999689795,True,7,123,13,0,0,route,720023,13,True,,,,,,,,,,,,0,0,13,0.0
3,13,3944.416413599855,303.41664719998886,0.4416215999954147,True,7,123,13,0,0,belief,720023,13,True,joint_safe,3149.416413599855,115.0,615.0,39.0,26.0,295,13,7,17,13,19,0,0,0.336056899963296
3,13,3944.416413599855,303.41664719998886,0.5222370000119554,True,7,123,13,0,0,combined,720023,13,True,,,,,,,,,,,,19,0,13,0.35051389994623605
3,16,4313.81301272218,269.61331329513627,0.2477532000048086,True,5,96,16,0,0,original,720024,16,True,,,,,,,,,,,,,,,
3,16,3763.695858745662,235.23099117160388,0.2686818000074709,True,6,107,16,0,0,reference,720024,16,True,joint_safe,3055.695858745662,93.0,535.0,48.0,32.0,431,16,4,18,14,,,,
3,16,4614.193667923299,288.38710424520616,0.38384820001374464,True,7,122,16,0,0,route,720024,16,True,,,,,,,,,,,,0,0,16,0.0
3,16,3747.043326379626,234.1902078987266,0.6502900000050431,True,6,108,16,0,0,belief,720024,16,True,joint_safe,3034.043326379626,93.0,540.0,48.0,32.0,443,16,4,18,13,28,0,0,0.5171940999716753
3,16,4600.411722553308,287.52573265958176,0.723331799992593,True,7,123,16,0,0,combined,720024,16,True,,,,,,,,,,,,26,0,16,0.47452089996659197
3,13,4691.902248100223,360.915557546171,0.16297710000071675,True,7,113,13,0,0,original,720025,13,True,,,,,,,,,,,,,,,
3,13,4966.247128196809,382.019009861293,0.21789139999600593,True,7,119,13,0,0,reference,720025,13,True,joint_safe,4200.247128196808,106.0,595.0,39.0,26.0,361,13,5,12,13,,,,
3,13,3886.8979811811237,298.992152398548,0.24350060000142548,True,7,117,13,0,0,route,720025,13,True,,,,,,,,,,,,0,0,18,0.0
3,13,4959.2095180706065,381.4776552362005,0.5493431000068085,True,7,119,13,0,0,belief,720025,13,True,joint_safe,4193.209518070606,106.0,595.0,39.0,26.0,361,13,5,12,13,22,0,0,0.4386516000085976
3,13,3881.7283096711335,298.59448535931796,0.5954955999914091,True,7,117,13,0,0,combined,720025,13,True,,,,,,,,,,,,24,0,18,0.4527120999991894
3,15,5527.094443317015,368.47296288780103,0.3224099000071874,True,7,89,15,0,0,original,720026,15,True,,,,,,,,,,,,,,,
3,15,3983.831308088244,265.5887538725496,0.2562010999972699,True,7,112,15,0,0,reference,720026,15,True,joint_safe,3248.831308088244,100.0,560.0,45.0,30.0,378,15,7,26,15,,,,
3,15,3767.4542104975726,251.1636140331715,0.5048800000076881,True,7,103,15,0,0,route,720026,15,True,,,,,,,,,,,,0,0,14,0.0
3,15,3943.84488798456,262.922992532304,0.5894879000115907,True,7,112,15,0,0,belief,720026,15,True,joint_safe,3208.84488798456,100.0,560.0,45.0,30.0,378,15,7,26,15,24,0,0,0.4507752000063192
3,15,3717.3603076732998,247.82402051155333,0.801716399990255,True,7,102,15,0,0,combined,720026,15,True,,,,,,,,,,,,19,0,14,0.39297269997769035
3,16,4759.551240700071,297.4719525437544,0.25390309999056626,True,5,87,16,0,0,original,720027,16,True,,,,,,,,,,,,,,,
3,16,3944.1600988233613,246.51000617646008,0.2442150999995647,True,7,102,16,0,0,reference,720027,16,True,joint_safe,3262.1600988233613,92.0,510.0,48.0,32.0,395,16,5,17,16,,,,
3,16,3944.1600988233613,246.51000617646008,0.3970749000000069,True,7,102,16,0,0,route,720027,16,True,,,,,,,,,,,,0,0,18,0.0
3,16,3840.184843674896,240.011552729681,0.6112226999975974,True,7,104,16,0,0,belief,720027,16,True,joint_safe,3148.184843674896,92.0,520.0,48.0,32.0,419,16,5,17,16,26,0,0,0.4708919999975478
3,16,3840.184843674896,240.011552729681,0.7570403000136139,True,7,104,16,0,0,combined,720027,16,True,,,,,,,,,,,,26,0,18,0.46808570000575855
3,14,4449.367602482874,317.81197160591955,0.21928010000556242,True,7,118,14,0,0,original,720028,14,True,,,,,,,,,,,,,,,
3,14,3859.129854382628,275.652132455902,0.22247090000018943,True,7,109,14,0,0,reference,720028,14,True,joint_safe,3147.1298543826274,97.0,545.0,42.0,28.0,382,14,6,22,14,,,,
3,14,4174.38659151541,298.1704708225293,0.2798391999967862,True,7,116,14,0,0,route,720028,14,True,,,,,,,,,,,,0,0,20,0.0
3,14,3731.8517134563263,266.56083667545187,0.5653720999980578,True,7,110,14,0,0,belief,720028,14,True,joint_safe,3014.851713456327,97.0,550.0,42.0,28.0,394,14,6,22,14,24,0,0,0.4467469999799505
3,14,4154.964280418298,296.78316288702126,0.6041758000064874,True,7,116,14,0,0,combined,720028,14,True,,,,,,,,,,,,23,0,20,0.42940680000174325
3,13,4629.508093801735,356.1160072155181,0.169854599997052,True,7,105,13,0,0,original,720029,13,True,,,,,,,,,,,,,,,
3,13,4206.815379473501,323.60118303642315,0.2224500000011176,True,7,118,13,0,0,reference,720029,13,True,joint_safe,3445.8153794735003,106.0,590.0,39.0,26.0,332,13,5,16,13,,,,
3,13,4073.345326701833,313.334255900141,0.29062669999257196,True,7,118,13,0,0,route,720029,13,True,,,,,,,,,,,,0,0,15,0.0
3,13,4222.354132033297,324.796471694869,0.5598075000016252,True,7,119,13,0,0,belief,720029,13,True,joint_safe,3456.3541320332965,106.0,595.0,39.0,26.0,344,13,5,16,13,23,0,0,0.4358277999708662
3,13,4088.8840792616293,314.52954455858685,0.6320167999947444,True,7,119,13,0,0,combined,720029,13,True,,,,,,,,,,,,24,0,15,0.44395479996455833
3,15,5154.421626331538,343.62810842210257,0.259275999997044,True,7,93,15,0,0,original,720030,15,True,,,,,,,,,,,,,,,
3,15,4240.321696145483,282.68811307636554,0.2449923999956809,True,7,105,15,0,0,reference,720030,15,True,joint_safe,3548.3216961454827,92.0,525.0,45.0,30.0,408,15,2,9,14,,,,
3,15,4831.397230489119,322.0931486992746,0.3604788000084227,True,7,112,15,0,0,route,720030,15,True,,,,,,,,,,,,0,0,16,0.0
3,15,4172.896283321831,278.19308555478875,0.5759343999961857,True,7,104,15,0,0,belief,720030,15,True,joint_safe,3485.896283321831,92.0,520.0,45.0,30.0,396,15,2,9,15,25,0,0,0.4472342999506509
3,15,4768.337430801017,317.88916205340115,0.7099693999916781,True,7,112,15,0,0,combined,720030,15,True,,,,,,,,,,,,25,0,16,0.4564865999855101
3,14,4625.474778253262,330.3910555895187,0.1701751999935368,True,7,111,14,0,0,original,720031,14,True,,,,,,,,,,,,,,,
3,14,4102.66785300617,293.047703786155,0.22703800001181662,True,7,123,14,0,0,reference,720031,14,True,joint_safe,3306.6678530061695,111.0,615.0,42.0,28.0,374,14,3,7,13,,,,
3,14,4145.151664734142,296.08226176672446,0.2567619999899762,True,7,126,14,0,0,route,720031,14,True,,,,,,,,,,,,0,0,13,0.0
3,14,4067.5635657798275,290.5402546985591,0.5601850000093691,True,7,123,14,0,0,belief,720031,14,True,joint_safe,3271.563565779827,111.0,615.0,42.0,28.0,374,14,3,7,13,25,0,0,0.4460769000579603
3,14,4129.977444004489,294.9983888574635,0.5511312000016915,True,7,127,14,0,0,combined,720031,14,True,,,,,,,,,,,,22,0,13,0.39184749996638857
3,16,5136.619301279611,321.0387063299757,0.21470660000341013,True,7,108,16,0,0,original,720032,16,True,,,,,,,,,,,,,,,
3,16,3806.026915891911,237.87668224324443,0.25311379999038763,True,6,109,16,0,0,reference,720032,16,True,joint_safe,3084.026915891911,97.0,545.0,48.0,32.0,428,16,2,6,15,,,,
3,16,4548.785229650334,284.2990768531459,0.3218572000041604,True,7,121,16,0,0,route,720032,16,True,,,,,,,,,,,,0,0,16,0.0
3,16,3758.2179896543034,234.88862435339396,0.6154329999990296,True,6,108,16,0,0,belief,720032,16,True,joint_safe,3041.2179896543034,97.0,540.0,48.0,32.0,416,16,2,6,16,26,0,0,0.49367689991777297
